Date,Open,High,Low,Close,DS,ADX 14 14,Wilder's RSI 14,Stochastics 12 %K 3
12/2/05 12:00:00 AM -08:00,88.8,89.94,88.36,88.65,-39.83286908,,,
12/9/05 12:00:00 AM -08:00,88.4,89.92,86.33,86.97,-79.13043478,7.142857,,
12/16/05 12:00:00 AM -08:00,87.01,87.35,82.75,83.37,11.68224299,13.77551,,
12/23/05 12:00:00 AM -08:00,83.23,84.2,82.06,83.48,-43.53741497,19.9344,,
12/30/05 12:00:00 AM -08:00,83.48,84.5,81.56,82.2,59.24170616,25.65337,,
1/6/06 12:00:00 AM -08:00,82.45,85.03,80.81,84.95,-31.6017316,30.96385,,
1/13/06 12:00:00 AM -08:00,83.9,84.81,82.5,83.17,-41.73913043,35.895,,
1/20/06 12:00:00 AM -08:00,82.8,84.7,81.25,81.36,-19.87179487,40.47393,,
1/27/06 12:00:00 AM -08:00,81.33,82.15,80.59,81.02,-9.523809524,44.72579,,
2/3/06 12:00:00 AM -08:00,80.21,82.24,79.72,79.97,54.94071146,48.67395,,
2/10/06 12:00:00 AM -08:00,79.94,81.46,78.93,81.33,-34.83146067,52.3401,,
2/17/06 12:00:00 AM -08:00,81.33,81.91,80.13,80.71,0,54.87048,,
2/24/06 12:00:00 AM -08:00,80.1,81.65,79.85,80.1,-0.724637681,57.25452,,
3/3/06 12:00:00 AM -08:00,79.97,80.89,79.51,79.96,69.45606695,59.5094,,13.0153
3/10/06 12:00:00 AM -08:00,79.91,82.25,79.86,81.57,75.32467532,59.25367,,22.05249
3/17/06 12:00:00 AM -08:00,81.56,83.76,81.45,83.3,12.13592233,57.09619,36.93211,42.38362
3/24/06 12:00:00 AM -08:00,83.11,84.99,82.93,83.36,-34,53.88198,37.13055,62.51369
3/31/06 12:00:00 AM -08:00,82.98,83.7,82.2,82.47,-11.94029851,51.38369,35.35348,67.55942
4/7/06 12:00:00 AM -07:00,82.72,84.45,82.44,82.48,-13.74407583,48.39344,35.3909,63.2066
4/13/06 12:00:00 AM -07:00,82.27,82.74,80.63,81.98,-9.489051095,46.71692,34.32127,55.77564
4/21/06 12:00:00 AM -07:00,81.92,84,81.26,81.66,31.51515152,44.15031,33.62092,51.32021
4/28/06 12:00:00 AM -07:00,81.3,84.4,81.1,82.34,51.49253731,41.47226,36.58236,50.55009
5/5/06 12:00:00 AM -07:00,82.59,83.34,82,83.28,-15.10791367,38.98551,40.53206,56.70526
