Date,Open,High,Low,Close,DS,ADX 14 14,Wilder's RSI 14,Stochastics 12 %K 3
12/2/05 12:00:00 AM -08:00,58.38,59.46,57.11,59.18,-36.51685393,,,
12/9/05 12:00:00 AM -08:00,59.47,60.5,58.72,58.82,-66.80161943,7.142857,,
12/16/05 12:00:00 AM -08:00,59.16,59.92,57.45,57.51,-39.43661972,7.60481,,
12/23/05 12:00:00 AM -08:00,57.69,57.93,56.51,57.13,-12.43243243,9.956985,,
12/30/05 12:00:00 AM -08:00,57,57.29,55.44,56.77,79.6812749,13.31534,,
1/6/06 12:00:00 AM -08:00,57.25,59.57,57.06,59.25,42.02898551,12.6467,,
1/13/06 12:00:00 AM -08:00,59.49,60.62,58.55,60.36,9.90990991,13.13327,,
1/20/06 12:00:00 AM -08:00,60.9,62.43,60.21,61.12,-24.31506849,14.91157,,
1/27/06 12:00:00 AM -08:00,61.09,62.72,59.8,60.38,-96.26436782,16.03782,,
2/3/06 12:00:00 AM -08:00,60.85,60.85,57.37,57.5,-40.64327485,15.06873,,
2/10/06 12:00:00 AM -08:00,58,59.42,56,56.61,19.08127208,15.09862,,
2/17/06 12:00:00 AM -08:00,56.63,58.24,55.41,57.17,-21.11801242,15.47824,,
2/24/06 12:00:00 AM -08:00,57.99,58.4,56.79,57.65,-45.63758389,15.68678,,
3/3/06 12:00:00 AM -08:00,57.65,57.72,56.23,56.97,-86.12903226,16.22635,,25.3534
3/10/06 12:00:00 AM -08:00,56.75,56.86,53.76,54.08,70.10582011,17.93307,,18.51836
3/17/06 12:00:00 AM -08:00,54.53,58.04,54.26,57.18,34.54545455,18.50063,44.7313,21.02725
3/24/06 12:00:00 AM -08:00,57,57.8,56.15,57.57,6.12244898,19.02765,45.92783,28.08781
3/31/06 12:00:00 AM -08:00,57.85,59.29,57.33,57.97,16.85393258,18.3521,47.19065,42.55953
4/7/06 12:00:00 AM -07:00,58.35,59.84,58.06,58.65,-14.22924901,17.34147,49.35599,48.02829
4/13/06 12:00:00 AM -07:00,59.14,60.53,58,58.78,91.63346614,16.26453,49.77993,52.52977
4/21/06 12:00:00 AM -07:00,59.18,61.51,59,61.48,-16.97530864,15.86981,57.70001,70.07187
4/28/06 12:00:00 AM -07:00,61.57,61.94,58.7,61.02,38.42105263,15.75422,56.07738,81.46426
5/5/06 12:00:00 AM -07:00,61.62,62.95,61.05,62.35,-25,16.20144,59.61373,93.94572
5/12/06 12:00:00 AM -07:00,62,63.65,61.17,61.38,-44.19134396,16.96932,56.06815,86.42391
5/19/06 12:00:00 AM -07:00,60.41,61.82,57.43,58.47,55.45454545,16.25309,47.031,72.71418
5/26/06 12:00:00 AM -07:00,58,59.93,56.63,59.83,30.73770492,15.97312,51.00559,62.01551
6/2/06 12:00:00 AM -07:00,60,60.85,58.41,60.75,-63.43537415,15.17596,53.54502,59.3717
6/9/06 12:00:00 AM -07:00,61.26,61.29,55.41,57.53,27.21311475,15.72998,44.79393,52.07312
6/16/06 12:00:00 AM -07:00,57.88,59.74,56.69,58.71,-0.460829493,16.24442,48.13892,44.96424
6/23/06 12:00:00 AM -07:00,58.72,59.28,57.11,58.71,74.88789238,16.72212,51.31567,35.27506
6/30/06 12:00:00 AM -07:00,58.72,62.98,58.52,62.06,51.45985401,15.88063,58.99503,53.60032
7/7/06 12:00:00 AM -07:00,62.27,65,62.26,63.68,81.76470588,15.89793,62.10775,68.99603
7/14/06 12:00:00 AM -07:00,63.6,66.79,63.39,66.38,-65.28497409,16.51865,66.6515,87.7789
7/21/06 12:00:00 AM -07:00,65.71,66.34,64.41,64.45,36.64921466,17.09504,61.01892,87.3568
7/28/06 12:00:00 AM -07:00,64.65,68.47,64.65,66.05,-1.886792453,18.28878,63.75363,85.7683
8/4/06 12:00:00 AM -07:00,65.7,67.08,64.96,65.66,79.42386831,19.39725,62.6008,79.79723
8/11/06 12:00:00 AM -07:00,65.92,68.24,65.81,67.85,-8.19112628,20.76546,66.28732,85.06892
8/18/06 12:00:00 AM -07:00,67.5,67.75,64.82,67.26,-30.51643192,21.42423,64.4443,88.15723
8/25/06 12:00:00 AM -07:00,67.42,67.55,65.42,66.77,-62.9787234,22.03595,62.88061,90.99029
9/1/06 12:00:00 AM -07:00,66.31,66.5,64.15,64.83,-49.8349835,21.82205,56.98521,82.2728
9/8/06 12:00:00 AM -07:00,65.73,67.15,64.12,64.22,-67.64705882,21.87995,55.23173,72.89044
9/15/06 12:00:00 AM -07:00,63.63,63.68,60.96,61.79,-2.564102564,20.35138,48.79097,54.85085
9/22/06 12:00:00 AM -07:00,62,63.2,60.86,61.94,76.92307692,18.97735,49.18488,36.54806
9/29/06 12:00:00 AM -07:00,61.46,65.14,60.72,64.86,-39.93610224,18.3919,56.2416,33.49183
10/6/06 12:00:00 AM -07:00,64.91,65.35,62.22,63.66,10.46511628,17.93448,52.98513,35.18221
10/13/06 12:00:00 AM -07:00,64.02,64.72,63,64.2,51.17647059,17.50973,54.26835,45.41933
10/20/06 12:00:00 AM -07:00,64.41,65.88,64.18,65.28,69.01763224,17.61673,56.80752,47.82565
10/27/06 12:00:00 AM -07:00,64.94,68.5,64.53,67.68,47.61904762,18.65608,61.8736,65.00054
11/3/06 12:00:00 AM -08:00,67.21,69.33,65.76,68.91,27.22222222,19.87566,64.19167,81.74014
11/10/06 12:00:00 AM -08:00,69.05,70.4,68.6,69.54,-14.81481481,21.32011,65.3536,91.89928
11/17/06 12:00:00 AM -08:00,69.54,70.83,67.86,69.1,0,22.17928,63.79659,89.70863
11/24/06 12:00:00 AM -08:00,68.84,70.5,68.73,68.84,78.60082305,22.97708,62.84381,84.77345
12/1/06 12:00:00 AM -08:00,69.29,73.26,68.4,73.11,-16.37426901,24.53893,70.60747,87.33616
12/8/06 12:00:00 AM -08:00,73.11,74.41,72.7,72.83,72.03389831,26.27221,69.58079,89.193
12/15/06 12:00:00 AM -08:00,72.83,76.2,72.66,75.38,-80.88737201,28.27465,73.37746,93.98846
12/22/06 12:00:00 AM -08:00,75.1,75.43,72.5,72.73,44.94949495,30.0212,64.38406,86.11347
12/29/06 12:00:00 AM -08:00,72.64,74.51,72.53,73.53,-60.82191781,31.64301,65.74884,83.21815
1/5/07 12:00:00 AM -08:00,72.77,73.25,69.6,70.55,-23.05194805,31.20051,56.98852,69.31555
1/12/07 12:00:00 AM -08:00,71.06,71.56,68.48,70.35,70.88607595,30.17592,56.44494,60.87975
1/19/07 12:00:00 AM -08:00,70.08,72.39,69.23,72.32,-43.91304348,29.53231,60.44688,55.23392
1/26/07 12:00:00 AM -08:00,72.51,73.25,70.95,71.5,68.01075269,29.24252,58.05572,52.11728
2/2/07 12:00:00 AM -08:00,71.51,74.96,71.24,74.04,-33.18181818,29.53129,62.94541,60.1937
2/9/07 12:00:00 AM -08:00,74.05,74.29,72.09,73.32,-93.46938776,29.79943,60.78234,60.27426
2/16/07 12:00:00 AM -08:00,73.1,73.17,70.72,70.81,20.19230769,29.20363,53.83673,56.02503
2/23/07 12:00:00 AM -08:00,70.65,71.28,69.2,71.07,-65.86059744,27.81876,54.41778,42.50785
3/2/07 12:00:00 AM -08:00,71.42,72.02,64.99,66.79,59.73684211,26.87472,44.49035,26.83458
3/9/07 12:00:00 AM -08:00,66.2,69.81,66.01,68.47,-15.47619048,25.99811,48.46458,27.64656
3/16/07 12:00:00 AM -08:00,68.47,69.6,67.08,68.08,91.92100539,25.18412,47.61237,26.7945
