Date,Open,High,Low,Close,DS,ADX 14 14,Wilder's RSI 14,Stochastics 12 %K 3
12/2/05 12:00:00 AM -08:00,69.01,70,68.18,69.44,13.15789474,,,
12/9/05 12:00:00 AM -08:00,69.45,70.22,68.7,69.65,30.73770492,7.142857,,
12/16/05 12:00:00 AM -08:00,70,71.98,69.54,70.75,30.20408163,13.77551,,
12/23/05 12:00:00 AM -08:00,70.75,72.05,69.6,71.49,-74.10714286,19.9344,,
12/30/05 12:00:00 AM -08:00,71.9,72.4,70.16,70.24,-47.2972973,25.65337,,
1/6/06 12:00:00 AM -08:00,70.4,71.27,69.05,69.35,10.63829787,25.79541,,
1/13/06 12:00:00 AM -08:00,69.28,70.45,68.57,69.48,-88.3161512,24.61267,,
1/20/06 12:00:00 AM -08:00,69.07,69.4,66.49,66.5,79.40298507,25.33331,,
1/27/06 12:00:00 AM -08:00,65.9,69.25,65.9,68.56,57.31707317,26.51285,,
2/3/06 12:00:00 AM -08:00,68.52,72.3,68.2,70.87,76.42276423,25.46564,,
2/10/06 12:00:00 AM -08:00,70.65,72.76,70.3,72.53,85.59322034,24.85796,,
2/17/06 12:00:00 AM -08:00,71.95,73,71.82,72.96,59.18367347,24.48065,,
2/24/06 12:00:00 AM -08:00,73.15,74.61,72.65,74.31,-25,25.19581,,
3/3/06 12:00:00 AM -08:00,74.05,74.89,72.25,73.39,36.33333333,25.40567,,93.10235
3/10/06 12:00:00 AM -08:00,73.7,74.9,71.9,74.79,73.74301676,25.21017,,92.88274
3/17/06 12:00:00 AM -08:00,75.21,78.08,74.5,77.85,13.60946746,26.6551,70.5222,93.4014
3/24/06 12:00:00 AM -08:00,78.5,79.2,77.51,78.73,-37.55868545,28.38834,71.82533,97.7852
3/31/06 12:00:00 AM -08:00,78.73,79.5,77.37,77.93,45.99303136,30.09652,68.84571,94.34457
4/7/06 12:00:00 AM -07:00,78.25,80.37,77.5,79.57,71.64502165,31.95812,71.45956,93.13113
4/13/06 12:00:00 AM -07:00,79.62,84.23,79.61,82.93,69.36170213,34.55935,75.91758,91.94499
4/21/06 12:00:00 AM -07:00,83.2,86.58,81.88,86.46,-75.70754717,37.32372,79.53439,95.57539
4/28/06 12:00:00 AM -07:00,86.66,87.25,83.01,83.45,87.60907504,39.97712,69.89501,89.94533
5/5/06 12:00:00 AM -07:00,83.45,88.55,82.82,88.47,-55.68181818,42.59861,75.27674,92.15
5/12/06 12:00:00 AM -07:00,88.48,89.58,86.94,87.01,-23.37398374,45.14727,71.28542,87.52224
5/19/06 12:00:00 AM -07:00,85.76,86.98,82.06,84.61,-18.93491124,44.20912,65.16843,85.62492
5/26/06 12:00:00 AM -07:00,84.46,86.7,81.63,83.5,8.902077151,43.11135,62.49731,74.32127
6/2/06 12:00:00 AM -07:00,83.5,84.58,81.21,83.8,-66.33064516,41.86506,62.93944,66.39037
6/9/06 12:00:00 AM -07:00,83.79,83.97,79.01,80.5,52.27513228,39.61174,55.22659,50.97222
6/16/06 12:00:00 AM -07:00,80.6,85.85,76.4,85.54,-73.61563518,37.10874,62.73711,52.21777
6/23/06 12:00:00 AM -07:00,85.65,86.23,83.16,83.39,-45.50724638,34.62974,58.24835,49.33903
6/30/06 12:00:00 AM -07:00,83.48,84.28,80.83,81.91,-56.43153527,33.16689,55.31444,54.72939
7/7/06 12:00:00 AM -07:00,81.35,81.67,79.26,79.99,-54.94071146,32.30109,51.67785,40.69296
7/14/06 12:00:00 AM -07:00,80.03,81.95,76.89,77.25,18.65384615,32.14852,46.93554,25.16438
7/21/06 12:00:00 AM -07:00,78.11,83,77.8,79.08,-9.137055838,31.52124,50.22115,18.00707
7/28/06 12:00:00 AM -07:00,79.45,84.06,78.15,78.91,24.64114833,30.46529,49.91199,15.27567
8/4/06 12:00:00 AM -07:00,78.46,80.7,76.52,79.49,-54.51388889,29.97072,51.01986,22.86129
8/11/06 12:00:00 AM -07:00,79.1,80.83,75.07,75.96,22.6635514,29.90794,44.5598,18.63422
8/18/06 12:00:00 AM -07:00,76.65,79.43,75.15,77.62,-85.81395349,29.84964,47.90059,19.9027
8/25/06 12:00:00 AM -07:00,77.62,77.85,73.55,73.93,44.98381877,30.22606,41.86186,11.16631
9/1/06 12:00:00 AM -07:00,74.04,75.99,72.9,75.43,-71.42857143,30.74175,44.90264,14.94201
9/8/06 12:00:00 AM -07:00,75.75,76.3,72.17,72.8,66.05504587,31.40634,40.86672,8.819129
9/15/06 12:00:00 AM -07:00,72.13,76.49,72.13,75.01,59.39226519,31.90825,45.3147,15.72143
9/22/06 12:00:00 AM -07:00,75.1,77.77,74.15,77.25,38.59060403,31.61186,49.46397,23.70054
9/29/06 12:00:00 AM -07:00,77.7,80.35,77.37,78.85,78.01801802,30.02822,52.25088,40.98312
10/6/06 12:00:00 AM -07:00,79.35,84.39,78.84,83.68,-43.62416107,28.73107,59.50998,64.48482
10/13/06 12:00:00 AM -07:00,83.69,83.87,80.89,82.39,-33.16326531,27.52658,57.01683,78.07473
10/20/06 12:00:00 AM -07:00,82.39,83.46,81.5,81.74,-32.51633987,26.40812,55.74945,85.42686
10/27/06 12:00:00 AM -07:00,81.73,83.89,77.77,79.74,-14.50777202,25.13923,51.9249,74.71452
11/3/06 12:00:00 AM -08:00,80.25,81.04,79.11,79.97,80.57142857,23.96098,52.32992,68.13486
11/10/06 12:00:00 AM -08:00,79.98,86.98,79.98,85.62,78.43942505,23.59524,61.0179,72.28712
