Date,Open,High,Low,Close,DS,ADX 14 14,Wilder's RSI 14,Stochastics 12 %K 3
12/2/05 12:00:00 AM -08:00,78.49,79.84,77.93,79.4,-42.17687075,,,
12/9/05 12:00:00 AM -08:00,79.1,79.79,76.85,77.86,-52,7.142857,,
12/16/05 12:00:00 AM -08:00,77.87,78.18,76.68,77.09,81.33971292,13.77551,,
12/23/05 12:00:00 AM -08:00,76.9,78.94,76.85,78.6,-69.51219512,14.06275,,
12/30/05 12:00:00 AM -08:00,78.64,78.99,77.35,77.5,38.66666667,14.09141,,
1/6/06 12:00:00 AM -08:00,77.76,79.49,77.24,78.63,-34.72222222,13.96132,,
1/13/06 12:00:00 AM -08:00,78.5,79.83,76.95,77.5,-76.2295082,14.75578,,
1/20/06 12:00:00 AM -08:00,77.1,77.62,75.18,75.24,-67.695962,15.93241,,
1/27/06 12:00:00 AM -08:00,75.5,76.23,72.02,72.65,-67.1641791,19.30414,,
2/3/06 12:00:00 AM -08:00,72.9,73.68,71,71.1,59.85130112,22.80072,,
2/10/06 12:00:00 AM -08:00,71,72.99,70.3,72.61,64.28571429,26.25862,,
2/17/06 12:00:00 AM -08:00,72.69,74.18,72.5,73.77,18.32061069,27.68881,,
2/24/06 12:00:00 AM -08:00,73.67,74.16,72.85,73.91,-56,29.01685,,
3/3/06 12:00:00 AM -08:00,74,74.66,72.66,72.88,-8.045977011,29.55777,,33.77529
3/10/06 12:00:00 AM -08:00,72.46,73.07,71.33,72.32,63.96648045,30.78255,,28.71631
3/17/06 12:00:00 AM -08:00,72.5,75.46,71.88,74.79,78.0876494,29.44805,38.72861,31.7943
3/24/06 12:00:00 AM -08:00,74.84,77.06,74.55,76.8,-32.26837061,27.64414,44.59336,45.50541
3/31/06 12:00:00 AM -08:00,76.7,78.74,75.61,75.69,80.06329114,26.93503,42.1916,57.29276
4/7/06 12:00:00 AM -07:00,75.97,82.08,75.76,81.03,55.12820513,27.64055,54.80318,71.95016
4/13/06 12:00:00 AM -07:00,80.11,81.54,79.98,80.97,72.85945073,28.29569,54.65889,79.40735
4/21/06 12:00:00 AM -07:00,80.55,85.5,79.31,85.06,74.73684211,29.99588,62.00293,92.92302
4/28/06 12:00:00 AM -07:00,84.01,85.9,84,85.43,48.11827957,31.66237,62.59321,94.88988
