Date,Open,High,Low,Close,DS,ADX 14 14,ADXR 10,Wilder's RSI 14,Stochastics 12 %K 3,%D 5
12/2/05 12:00:00 AM -08:00,27.44,28.42,27.31,28.1,4.672897196,,,,,
12/9/05 12:00:00 AM -08:00,28.1,28.95,27.88,28.15,9.523809524,7.142857,,,,
12/16/05 12:00:00 AM -08:00,28.15,28.75,27.91,28.23,98.47328244,13.77551,,,,
12/23/05 12:00:00 AM -08:00,28.16,29.46,28.15,29.45,21.33333333,19.9344,,,,
12/30/05 12:00:00 AM -08:00,29.41,29.84,29.09,29.57,65.26315789,25.65337,,,,
1/6/06 12:00:00 AM -08:00,29.59,30.44,29.49,30.21,-47.84313725,30.96385,,,,
1/13/06 12:00:00 AM -08:00,30.17,30.95,28.4,28.95,-11.00917431,30.54244,,,,
1/20/06 12:00:00 AM -08:00,28.92,29.84,28.75,28.8,88.23529412,30.15113,,,,
1/27/06 12:00:00 AM -08:00,28.9,31.54,28.82,31.3,-35.26315789,31.94996,,,,
2/3/06 12:00:00 AM -08:00,31.25,32.17,30.27,30.58,-20.10309278,34.06323,,,,
2/10/06 12:00:00 AM -08:00,31.25,32.2,30.26,30.86,-27.11864407,36.04498,,,,
2/17/06 12:00:00 AM -08:00,30.86,31.69,29.92,30.38,-44.57831325,36.96716,22,,,
2/24/06 12:00:00 AM -08:00,30.53,30.83,30,30.16,15.38461538,37.82347,26,,,
3/3/06 12:00:00 AM -08:00,30.16,30.63,29.07,30.4,-47.4137931,36.47727,28,,57.86696,
3/10/06 12:00:00 AM -08:00,30.33,30.71,28.39,29.23,43.18181818,34.06467,30,,45.82879,
3/17/06 12:00:00 AM -08:00,29.35,30.54,28.78,30.11,-29.6,31.8244,31,60.03996,43.28432,
3/24/06 12:00:00 AM -08:00,30.2,30.21,28.96,29.83,29.86111111,29.74415,30,58.28422,36.53543,
3/31/06 12:00:00 AM -08:00,30.13,31.48,30.04,30.56,72.80334728,29.49374,30,61.44941,46.63167,46.02943
4/7/06 12:00:00 AM -07:00,30.76,33.03,30.64,32.5,38.19444444,30.53227,31,68.32721,61.10942,46.67793
4/13/06 12:00:00 AM -07:00,32.61,35.4,32.52,33.71,82.7027027,32.63319,33,71.71657,73.80817,52.2738
4/21/06 12:00:00 AM -07:00,33.86,35.56,33.71,35.39,-51.67286245,34.64198,35,75.6179,87.36605,61.09015
4/28/06 12:00:00 AM -07:00,35.17,35.95,33.26,33.78,44.89795918,35.84365,36,66.19458,81.60561,70.10419
5/5/06 12:00:00 AM -07:00,34.22,35.23,33.27,35.1,-22.22222222,36.9595,37,69.54549,85.89394,77.95663
5/12/06 12:00:00 AM -07:00,35.49,36.96,33.9,34.81,-34.04825737,38.70593,38,67.95188,78.32179,81.39912
5/19/06 12:00:00 AM -07:00,33.25,34.02,30.29,31.98,38.1147541,36.6928,35,54.76371,68.51981,80.34144
5/26/06 12:00:00 AM -07:00,31.37,32.55,30.11,32.3,23.72881356,34.69205,33,55.80812,54.14237,73.6967
6/2/06 12:00:00 AM -07:00,32.15,33.11,31.34,32.57,-53.38345865,33.17879,31,56.71618,44.6157,66.29872
6/9/06 12:00:00 AM -07:00,32.31,32.54,28.55,30.18,1.515151515,31.63468,31,47.42637,37.11283,56.5425
6/16/06 12:00:00 AM -07:00,30.06,30.62,28.64,30.09,6.806282723,30.20086,30,47.11342,28.00859,46.47986
6/23/06 12:00:00 AM -07:00,30.05,30.74,28.83,30.18,81.43459916,28.78262,31,47.48659,19.02498,36.58089
6/30/06 12:00:00 AM -07:00,30.43,32.54,30.17,32.36,26.41509434,27.16745,31,55.64975,27.66549,31.28552
7/7/06 12:00:00 AM -07:00,33.13,34,32.41,33.55,-84.92063492,26.44256,31,59.36323,41.37932,30.63824
7/14/06 12:00:00 AM -07:00,34,34,30.22,30.79,-52.05479452,24.65363,31,49.0955,43.79708,31.97509
7/21/06 12:00:00 AM -07:00,30.7,31.32,29.13,29.56,6.956521739,23.54039,31,45.33239,32.69918,32.91321
7/28/06 12:00:00 AM -07:00,29.65,30.25,29.1,29.73,14.49275362,22.5216,30,45.94904,17.55847,32.61991
8/4/06 12:00:00 AM -07:00,29.37,30.32,28.94,29.57,-61.93181818,21.6601,28,45.42964,14.89587,30.06598
8/11/06 12:00:00 AM -07:00,29.36,29.85,28.09,28.27,26.31578947,21.30417,27,41.3407,11.90793,24.17171
8/18/06 12:00:00 AM -07:00,28.08,28.94,27.61,28.43,58.24175824,21.21479,26,42.03225,11.50847,17.71398
8/25/06 12:00:00 AM -07:00,28.4,29.29,28.38,28.93,22.58064516,20.8674,26,44.24435,12.1785,13.60985
9/1/06 12:00:00 AM -07:00,28.8,29.28,28.35,29.01,-25.96153846,20.56178,25,44.60857,18.46635,13.79142
9/8/06 12:00:00 AM -07:00,28.95,29.59,28.55,28.68,-23.56687898,20.02304,24,43.35057,19.77047,14.76634
9/15/06 12:00:00 AM -07:00,28.5,28.55,26.98,28.13,-31.72413793,20.41174,23,41.26201,18.3453,16.05382
9/22/06 12:00:00 AM -07:00,27.95,28.83,27.38,27.49,33.75,20.53298,23,38.91267,13.46388,16.4449
9/29/06 12:00:00 AM -07:00,27.5,28.2,26.6,28.04,-18.29268293,21.05882,22,41.97049,14.36873,16.88295
10/6/06 12:00:00 AM -07:00,28.04,28.3,26.66,27.74,-64.76190476,21.45436,22,40.77165,16.95899,16.58147
10/13/06 12:00:00 AM -07:00,28,28.49,26.39,26.64,56.62650602,21.97198,22,36.6391,16.65777,15.95893
10/20/06 12:00:00 AM -07:00,26.99,27.75,26.92,27.46,57.53424658,22.45261,22,41.40684,19.24677,16.13923
10/27/06 12:00:00 AM -07:00,27.46,28.71,27.25,28.3,14.75409836,21.927,22,45.89796,29.59669,19.36579
11/3/06 12:00:00 AM -08:00,28.31,29.09,27.87,28.49,-19.78021978,21.08439,21,46.88959,49.35125,26.36229
11/10/06 12:00:00 AM -08:00,28.69,29.18,28.27,28.51,-6.730769231,20.21638,20,46.99971,62.3591,35.44232
11/17/06 12:00:00 AM -08:00,28.34,28.73,27.69,28.27,87.60683761,19.86706,20,45.77321,63.54168,44.8191
11/24/06 12:00:00 AM -08:00,28.66,30.75,28.41,30.71,11.48648649,19.07029,20,57.82374,74.69419,55.90858
12/1/06 12:00:00 AM -08:00,30.7,31.33,29.85,30.87,29.16666667,18.72525,20,58.47539,82.84029,66.5573
12/8/06 12:00:00 AM -08:00,30.9,31.27,30.55,31.11,3.703703704,18.40485,20,59.48655,95.1058,75.70821
12/15/06 12:00:00 AM -08:00,31,31.3,30.22,31.04,-75,17.79384,20,59.03502,93.45481,81.92735
12/22/06 12:00:00 AM -08:00,31.01,31.22,28.86,29.24,70,16.96226,19,48.78114,82.45615,85.71025
12/29/06 12:00:00 AM -08:00,29.24,30.25,29.15,30.01,-82.1656051,16.19008,19,52.57587,75.03375,85.77816
1/5/07 12:00:00 AM -08:00,30.05,30.06,28.49,28.76,62.33766234,15.98102,19,46.54687,57.56501,80.72311
1/12/07 12:00:00 AM -08:00,28.87,31.17,28.09,30.79,38.21656051,14.8685,18,55.47625,67.25581,75.15311
1/19/07 12:00:00 AM -08:00,30.8,31.74,30.17,31.4,48.38709677,14.28051,17,57.7597,73.36434,71.13502
1/26/07 12:00:00 AM -08:00,31.47,32.28,31.04,32.07,31.09243697,14.13465,17,60.17561,91.26484,72.89675
2/2/07 12:00:00 AM -08:00,32.07,32.92,31.73,32.44,2.298850575,14.44512,17,61.48565,92.61732,76.41347
2/9/07 12:00:00 AM -08:00,32.5,32.94,32.07,32.52,63.08139535,14.74733,17,61.77843,92.52909,83.40628
2/16/07 12:00:00 AM -08:00,32.61,36.05,32.61,34.78,24.24242424,16.68743,18,68.95734,88.73588,87.70229
