Date,Open,High,Low,Close,DS,ADX 14 14,ADXR 10,Wilder's RSI 14,Stochastics 12 %K 3,%D 5
2/23/07 12:00:00 AM -08:00,34.76,35.49,34.17,35.08,-72.01166181,18.48895,18,69.76906,87.73318,90.57607
3/2/07 12:00:00 AM -08:00,35.17,35.56,32.13,32.7,59.64912281,18.35215,18,57.02886,76.5913,87.64136
3/9/07 12:00:00 AM -08:00,32.18,33.32,31.61,33.2,29.71698113,17.8361,17,58.73371,69.97489,83.11287
3/16/07 12:00:00 AM -08:00,32.85,34.56,32.44,33.48,65.85365854,18.03695,17,59.698,63.27472,77.26199
3/23/07 12:00:00 AM -08:00,33.65,34.19,33.37,34.19,-10.61946903,18.22344,17,62.11546,69.51424,73.41766
3/30/07 12:00:00 AM -08:00,34.02,34.39,33.26,33.9,47.6635514,18.50797,16,60.51869,72.44556,70.36014
4/5/07 12:00:00 AM -07:00,34.08,34.98,33.91,34.59,27.19298246,19.09859,17,62.95858,74.93107,70.02809
4/13/07 12:00:00 AM -07:00,34.81,35.76,34.62,35.12,-46.58385093,20.05069,17,64.76004,76.53239,71.33959
4/20/07 12:00:00 AM -07:00,35.12,35.3,33.69,34.37,44.94773519,20.08189,17,60.29151,72.92311,73.26927
4/27/07 12:00:00 AM -07:00,34.7,36.5,33.63,35.99,-5.847953216,20.74323,19,65.78353,77.72328,74.91108
5/4/07 12:00:00 AM -07:00,35.76,36.1,34.39,35.66,12.5,21.35733,20,63.84635,78.18494,76.05896
5/11/07 12:00:00 AM -07:00,37.67,39.9,37.02,38.03,80.6122449,23.3924,21,70.55306,83.27845,77.72843
5/18/07 12:00:00 AM -07:00,38.15,39.87,37.91,39.73,64.80686695,25.2821,22,74.24389,86.07136,79.63623
5/25/07 12:00:00 AM -07:00,39.39,41.2,38.87,40.9,40,27.41438,23,76.4332,90.75458,83.20252
6/1/07 12:00:00 AM -07:00,40.7,41.55,39.65,41.46,-47.13375796,29.4873,24,77.4224,97.94437,87.24674
6/8/07 12:00:00 AM -07:00,41.14,41.39,38.25,39.66,65.6462585,30.17118,24,67.60026,91.02843,89.81544
6/15/07 12:00:00 AM -07:00,39.67,41.69,38.75,41.6,-77.66990291,30.91499,25,71.75876,91.7153,91.50281
6/22/07 12:00:00 AM -07:00,42.4,42.9,39.81,40,18.21305842,32.0212,26,64.4155,81.6167,90.61188
6/29/07 12:00:00 AM -07:00,40,40.75,37.84,40.53,60.86956522,31.5162,26,65.66877,80.69409,88.59978
7/6/07 12:00:00 AM -07:00,40.68,42,40.39,41.66,94.17475728,31.53514,26,68.23732,76.59113,84.32913
7/13/07 12:00:00 AM -07:00,41.53,47.69,41.51,47.35,-77.47163695,33.05598,27,77.40455,86.21297,83.36604
7/20/07 12:00:00 AM -07:00,47.86,48.77,42.6,43.08,-90.25735294,34.66808,29,62.76471,81.54549,81.33208
7/27/07 12:00:00 AM -07:00,42.32,42.69,37.25,37.41,-47.64705882,33.49289,29,49.40296,53.77737,75.76421
8/3/07 12:00:00 AM -07:00,37.8,39.25,35.85,36.18,-38.19951338,31.8659,30,47.06236,22.1015,64.04569
8/10/07 12:00:00 AM -07:00,36.26,37.61,33.5,34.69,-35.35353535,29.63807,30,44.32287,4.555462,49.63856
8/17/07 12:00:00 AM -07:00,35.39,36.19,30.25,33.29,88.4057971,28.51208,29,41.85743,8.920645,34.18009
8/24/07 12:00:00 AM -07:00,33.64,36.95,33.5,36.69,-10.0456621,27.20314,29,49.24172,19.66032,21.80306
8/31/07 12:00:00 AM -07:00,36.75,37.47,35.28,36.53,-60.16260163,25.80429,29,48.92681,28.36573,16.72073
9/7/07 12:00:00 AM -07:00,36.35,37.07,34.61,34.87,14.11764706,24.71204,28,45.66394,31.2095,18.54233
9/14/07 12:00:00 AM -07:00,35.12,35.78,33.23,35.48,65.35947712,24.11304,28,47.06106,29.03167,23.43757
9/21/07 12:00:00 AM -07:00,35.4,38.17,35.11,37.4,51.48514851,22.65889,28,51.30516,30.59755,27.77295
9/28/07 12:00:00 AM -07:00,37.56,39.5,36.47,39.12,-14.52991453,21.22296,28,54.801,38.24694,31.49028
10/5/07 12:00:00 AM -07:00,39.13,39.29,36.95,38.79,-13.62007168,19.8896,27,54,44.20446,34.65802
10/12/07 12:00:00 AM -07:00,38.51,40.04,37.25,38.13,-59.31034483,18.91776,25,52.35188,52.45018,38.90616
10/19/07 12:00:00 AM -07:00,38.3,38.65,37.2,37.44,79.72027972,17.99455,24,50.61268,60.96622,45.29307
10/26/07 12:00:00 AM -07:00,37.07,39.54,36.68,39.35,-26.92307692,17.47226,23,55.06296,76.57944,54.48945
11/2/07 12:00:00 AM -08:00,39.4,40.7,37.58,38.56,-18.42105263,17.4048,22,52.93816,81.97192,63.23444
11/9/07 12:00:00 AM -08:00,37.65,39.35,36.31,37.09,-22.69503546,16.74593,21,49.13841,74.71562,69.33668
11/16/07 12:00:00 AM -08:00,36.95,37.65,34.83,36.31,-58.10810811,15.60282,20,47.20238,57.4755,70.34174
11/23/07 12:00:00 AM -08:00,36.01,36.04,34.56,35.15,41.00719424,14.65443,19,44.40063,39.53593,66.05569
11/30/07 12:00:00 AM -08:00,35.23,37.3,34.52,36.37,20.09345794,13.98388,18,47.90301,36.32308,58.00441
12/7/07 12:00:00 AM -08:00,36.48,37,34.86,36.91,-62.70627063,13.36124,17,49.42173,35.47025,48.70408
12/14/07 12:00:00 AM -08:00,37.09,37.98,34.95,35.19,39.15662651,13.20753,17,44.929,30.51644,39.86424
12/21/07 12:00:00 AM -08:00,35.05,36.54,33.22,36.35,-3.488372093,12.30984,16,48.33984,30.45314,34.45977
12/28/07 12:00:00 AM -08:00,36.89,37.48,36.62,36.86,-71.4893617,11.80674,15,49.81162,33.78313,33.3092
1/4/08 12:00:00 AM -08:00,36.55,36.86,34.51,34.87,-67.21311475,11.52141,14,44.48595,37.52226,33.54904
1/11/08 12:00:00 AM -08:00,35.01,35.01,30.13,31.73,-69.41176471,12.68781,15,37.64639,28.61969,32.17893
1/18/08 12:00:00 AM -08:00,32.05,32.93,28.68,29.1,59.03846154,14.14156,15,33.06142,13.56338,28.78832
1/25/08 12:00:00 AM -08:00,27.62,31.89,26.69,30.69,91.34396355,15.95103,16,37.97928,16.74231,26.04615
2/1/08 12:00:00 AM -08:00,30.27,34.45,30.06,34.28,-27.45762712,16.46087,16,47.37949,34.10579,26.11069
2/8/08 12:00:00 AM -08:00,34.57,34.85,31.9,33.76,59.93690852,16.76387,15,46.28518,53.81499,29.36924
2/15/08 12:00:00 AM -08:00,33.82,36.43,33.26,35.72,18.94736842,16.38845,15,50.88943,69.9439,37.63408
2/22/08 12:00:00 AM -08:00,36.19,37.41,35.51,36.55,15.92356688,15.65417,14,52.73696,76.646,50.2506
2/29/08 12:00:00 AM -08:00,36.64,39.62,36.48,37.14,-18.0952381,14.89717,14,54.05999,82.71201,63.44454
3/7/08 12:00:00 AM -08:00,37.17,39.28,36.13,36.6,54.40729483,14.06195,13,52.60845,81.59906,72.94319
3/14/08 12:00:00 AM -08:00,36.6,38.85,35.56,38.39,-46.33730835,13.06529,12,56.75365,82.65017,78.71023
3/20/08 12:00:00 AM -08:00,37.4,39.67,33.8,34.68,64.70588235,12.77275,13,47.4834,76.22898,79.96724
3/28/08 12:00:00 AM -08:00,34.9,36.54,34.67,36.11,73.77892031,12.50109,13,50.81805,74.87223,79.61249
4/4/08 12:00:00 AM -08:00,36.13,39.19,35.3,39,-93.81898455,12.03155,14,56.78962,76.32256,78.3346
4/11/08 12:00:00 AM -07:00,39.4,39.44,34.91,35.15,42.49084249,11.43509,14,48.36481,77.52955,77.5207
4/18/08 12:00:00 AM -07:00,35.1,36.49,33.76,36.26,-26.20320856,10.82264,14,50.63847,74.84386,75.95943
4/25/08 12:00:00 AM -07:00,36.21,36.43,34.56,35.72,14.02214022,10.25394,13,49.49662,59.61894,72.63743
5/2/08 12:00:00 AM -07:00,35.73,36.36,33.65,36.11,71.0723192,10.10565,13,50.3671,52.71381,68.20574
5/9/08 12:00:00 AM -07:00,36.19,39.78,35.77,39.04,81.36645963,10.20103,13,56.44141,60.51785,65.0448
5/16/08 12:00:00 AM -07:00,39.22,43.75,38.92,43.15,-55.11022044,11.45867,13,63.23793,75.48316,64.63552
5/23/08 12:00:00 AM -07:00,43,44.77,39.78,40.25,21.92513369,12.87735,13,56.53491,80.44672,65.7561
5/30/08 12:00:00 AM -07:00,40.18,41.62,39.75,40.59,-52.5,14.18026,13,57.10893,71.94067,68.22044
6/6/08 12:00:00 AM -07:00,40.48,41.02,38.62,39.22,-12.16617211,14.83994,14,54.01355,57.28417,69.13451
6/13/08 12:00:00 AM -07:00,40.28,44.24,37.5,39.46,-76.79738562,16.28801,14,54.47903,54.91606,68.01416
6/20/08 12:00:00 AM -07:00,39.69,40.28,37.22,37.34,-67.62820513,17.49655,14,49.69405,45.17385,61.95229
6/27/08 12:00:00 AM -07:00,37.49,38,34.88,35.38,-59.25925926,17.54722,14,45.69781,33.66306,52.59556
7/3/08 12:00:00 AM -07:00,35.5,36.23,31.64,32.78,34.91686461,16.38026,13,40.98895,19.14113,42.03566
7/11/08 12:00:00 AM -07:00,33.17,35.23,31.02,34.64,-52.99684543,15.33187,13,45.32906,16.85574,33.94997
7/18/08 12:00:00 AM -07:00,35.49,35.66,32.49,33.81,-79.46127946,14.26797,12,43.78164,18.43353,26.65346
7/25/08 12:00:00 AM -07:00,34.17,34.17,31.2,31.81,12.04819277,13.67426,13,40.21878,17.45454,21.1096
8/1/08 12:00:00 AM -07:00,31.74,34.84,31.52,32.14,-19.23076923,12.86276,13,41.07091,11.39394,16.65578
8/8/08 12:00:00 AM -07:00,32.16,32.73,30.65,31.76,3.977272727,12.42931,13,40.35754,7.250696,14.27769
8/15/08 12:00:00 AM -07:00,31.74,32.49,30.73,31.81,13.46153846,12.02681,13,40.50397,8.180776,12.5427
8/22/08 12:00:00 AM -07:00,32.07,32.38,30.82,32.28,19.8757764,11.65306,14,41.94683,9.463661,10.74872
8/29/08 12:00:00 AM -07:00,31.81,32.7,31.09,32.13,-72.4789916,11.14857,14,41.60009,10.47339,9.352491
9/5/08 12:00:00 AM -07:00,31.75,32,27.24,28.3,-4.945054945,12.11798,15,33.89555,10.33777,9.141257
9/12/08 12:00:00 AM -07:00,28.85,29.57,25.93,28.67,-17.36641221,13.40402,15,35.14519,13.9067,10.47246
9/19/08 12:00:00 AM -07:00,27.7,28.33,23.09,26.79,-74.63414634,15.31446,15,31.85054,19.66268,12.76884
9/26/08 12:00:00 AM -07:00,26.6,27.5,23.4,23.54,-91.87935035,17.08844,16,27.11784,18.14639,14.50539
10/3/08 12:00:00 AM -07:00,23.2,23.29,18.98,19.24,-87.16136631,19.61521,17,22.37963,11.099,14.63051
10/10/08 12:00:00 AM -07:00,18.65,19,10.51,11.25,-39.35643564,22.97346,18,16.58191,2.726741,13.1083
10/17/08 12:00:00 AM -07:00,13.39,15,10.96,11.8,-74.59893048,26.09184,19,18.15374,3.300787,10.98712
10/24/08 12:00:00 AM -07:00,12.2,12.79,9.05,9.41,70.83333333,29.15982,21,16.68268,3.287959,7.712177
10/31/08 12:00:00 AM -08:00,9.46,11.88,9,11.5,-26.44628099,32.01316,22,22.59004,5.790296,5.240958
11/7/08 12:00:00 AM -08:00,11.83,12.57,10.15,11.19,-37.79527559,34.30821,23,22.33706,7.103099,4.441776
11/14/08 12:00:00 AM -08:00,11.8,12.04,9.5,10.84,-53.21336761,36.51338,24,22.03699,9.184247,5.733278
11/21/08 12:00:00 AM -08:00,10.51,10.69,6.8,8.44,80,38.84585,26,20.04821,7.837384,6.640597
11/28/08 12:00:00 AM -08:00,9,10.8,8.6,10.76,-68.58108108,40.95131,28,26.91459,10.55432,8.093868
12/5/08 12:00:00 AM -08:00,10.18,10.42,7.46,8.15,69.3989071,43.02596,30,24.37808,10.05652,8.947113
12/12/08 12:00:00 AM -08:00,8.81,10.58,8.75,10.08,-40.45801527,44.8562,32,29.65729,13.16901,10.1603
12/19/08 12:00:00 AM -08:00,10.23,10.92,9.61,9.7,-11.53846154,46.34113,35,29.22469,13.23405,10.97025
12/26/08 12:00:00 AM -08:00,9.9,9.99,8.95,9.78,72.26027397,47.80809,37,29.45798,19.28602,13.25998
1/2/09 12:00:00 AM -08:00,10,12.44,9.52,12.11,-77.04918033,47.6743,38,36.06764,35.58958,18.26703
1/9/09 12:00:00 AM -08:00,12.22,12.35,10.52,10.81,-50,47.55007,40,34.14529,52.04241,26.66421
1/16/09 12:00:00 AM -08:00,10.2,10.25,8.71,9.43,-58.15602837,47.80965,41,32.18427,59.09387,35.84918
1/23/09 12:00:00 AM -08:00,9.15,9.31,7.9,8.33,-47.61904762,48.20656,42,30.67213,46.34732,42.47184
1/30/09 12:00:00 AM -08:00,8.39,9,7.74,7.79,58.87850467,48.60649,44,29.92873,29.88342,44.59132
2/6/09 12:00:00 AM -08:00,7.77,8.6,7.53,8.4,-61.53846154,49.0212,45,31.9356,24.14615,42.30264
2/13/09 12:00:00 AM -08:00,8.52,8.9,7.21,7.48,-66.41221374,49.47502,46,30.51605,17.02817,35.29979
2/20/09 12:00:00 AM -08:00,7.16,7.3,5.99,6.29,-13.10344828,50.15062,48,28.73672,12.72749,26.02651
2/27/09 12:00:00 AM -08:00,6.42,7.15,5.7,6.23,-58.04195804,50.83664,49,28.64603,5.892398,17.93552
3/6/09 12:00:00 AM -08:00,6.05,6.4,4.97,5.22,50.96153846,51.62154,50,27.09578,5.28713,13.01627
3/13/09 12:00:00 AM -08:00,5.2,6.2,5.16,5.73,40.78947368,52.35038,50,29.17992,7.128086,9.612655
3/20/09 12:00:00 AM -08:00,5.92,6.74,5.22,6.54,64.1025641,52.53858,50,32.48131,11.51272,8.509565
3/27/09 12:00:00 AM -08:00,6.8,8.2,6.64,7.8,43.38624339,51.5002,50,37.3721,23.17944,10.59996
4/3/09 12:00:00 AM -08:00,7.35,8.49,6.6,8.17,62.85714286,50.31021,49,38.77459,39.99012,17.4195
4/9/09 12:00:00 AM -07:00,7.97,8.85,7.45,8.85,64.28571429,48.91908,49,41.3731,62.78463,28.919
4/17/09 12:00:00 AM -07:00,8.72,9.39,8.55,9.26,21.18644068,47.19933,48,42.94542,82.35527,43.96444
4/24/09 12:00:00 AM -07:00,8.89,9.28,8.1,9.14,63.69863014,45.81435,48,42.58543,93.60121,60.38213
5/1/09 12:00:00 AM -07:00,8.76,9.93,8.47,9.69,0,44.00012,47,44.86657,95.52133,74.85051
5/8/09 12:00:00 AM -07:00,10.01,10.98,9.5,10.01,-46.15384615,41.52897,46,46.20575,91.1218,85.07685
5/15/09 12:00:00 AM -07:00,9.75,9.89,8.33,9.03,-29.28571429,39.87421,46,42.77876,82.19186,88.9583
5/22/09 12:00:00 AM -07:00,9.27,10.23,8.83,8.86,51.94805195,38.08387,45,42.19414,72.04659,86.89656
5/29/09 12:00:00 AM -07:00,8.82,9.47,8.7,9.22,71.28712871,36.4957,45,43.94129,67.34633,81.64558
6/5/09 12:00:00 AM -07:00,9.5,11.33,9.31,10.94,65.77540107,34.06694,43,51.48587,76.03397,77.74812
6/12/09 12:00:00 AM -07:00,10.76,12.38,10.51,11.99,-46.20689655,32.4232,41,55.42942,85.54302,76.63235
6/19/09 12:00:00 AM -07:00,11.67,11.7,10.25,11,0.862068966,30.71539,40,51.20325,87.66472,77.72693
6/26/09 12:00:00 AM -07:00,10.75,10.86,9.7,10.76,-85.71428571,28.74559,38,50.20393,78.83904,79.08542
7/2/09 12:00:00 AM -07:00,10.52,10.62,9.85,9.86,-29.46428571,26.91649,36,46.53607,61.462,77.90855
7/10/09 12:00:00 AM -07:00,9.67,10.08,8.96,9.34,70.49180328,25.39637,35,44.51258,45.74447,71.85065
7/17/09 12:00:00 AM -07:00,9.36,10.5,9.28,10.22,56.89655172,23.67217,33,48.58686,38.92004,62.52605
7/24/09 12:00:00 AM -07:00,10.36,11.07,9.91,11.02,52.42718447,22.30449,31,52.03492,47.3528,54.46367
7/31/09 12:00:00 AM -07:00,11.22,11.88,10.85,11.76,54.24836601,21.58258,30,55.03868,65.92593,51.88105
8/7/09 12:00:00 AM -07:00,12.17,13.7,12.17,13,26.71232877,21.93329,29,59.60383,79.03704,55.39606
8/14/09 12:00:00 AM -07:00,12.88,13.88,12.42,13.27,3.614457831,22.34845,28,60.54326,86.3051,63.50818
8/21/09 12:00:00 AM -07:00,12.53,12.96,12.13,12.56,-32.09876543,22.47186,27,56.80241,82.4649,72.21716
8/28/09 12:00:00 AM -07:00,12.76,12.83,12.02,12.5,-2.105263158,22.48367,27,56.48479,77.78197,78.30299
9/4/09 12:00:00 AM -07:00,12.2,12.24,11.29,12.18,56.57894737,21.82415,25,54.72714,70.1897,79.15574
9/11/09 12:00:00 AM -07:00,12.56,13.17,12.41,12.99,61.63793103,21.8006,24,58.2671,73.10298,77.96893
9/18/09 12:00:00 AM -07:00,12.63,14.84,12.52,14.06,-40.12345679,22.64928,24,62.44461,78.03081,76.31407
9/25/09 12:00:00 AM -07:00,13.73,14.62,13,13.08,-34.45378151,23.43734,24,56.83325,79.57109,75.73531
10/2/09 12:00:00 AM -07:00,13.23,13.7,12.51,12.82,54.86725664,23.68997,23,55.4106,73.49059,74.87704
10/9/09 12:00:00 AM -07:00,13,15.11,12.85,14.24,-67.39130435,24.6265,23,61.13297,72.33544,75.30618
10/16/09 12:00:00 AM -07:00,14.35,14.46,14,14.04,-67.24137931,25.49613,24,59.9657,73.94031,75.47365
10/23/09 12:00:00 AM -07:00,14.12,14.23,13.65,13.73,-64.4549763,25.93921,24,58.11348,74.00874,74.66924
10/30/09 12:00:00 AM -08:00,13.78,14,11.89,12.42,33.01886792,24.76993,24,50.9514,56.11271,69.97755
11/6/09 12:00:00 AM -08:00,12.54,13.12,12.06,12.89,6.578947368,23.68417,23,53.18085,45.11344,64.30212
11/13/09 12:00:00 AM -08:00,13.13,13.77,13.01,13.18,-26.13636364,23.10965,22,54.55349,40.31415,57.89787
11/20/09 12:00:00 AM -08:00,13.36,13.8,12.92,13.13,-72.44897959,22.49429,22,54.25813,46.50961,52.41173
11/27/09 12:00:00 AM -08:00,13.37,13.44,12.46,12.66,20.63492063,21.49977,22,51.43886,40.51901,45.71378
12/4/09 12:00:00 AM -08:00,12.73,13.74,12.48,12.99,88.54166667,20.80527,22,53.27465,35.41402,41.57405
12/11/09 12:00:00 AM -08:00,12.91,14.69,12.77,14.61,-4.494382022,20.83341,22,61.05759,47.51552,42.05446
12/18/09 12:00:00 AM -08:00,14.62,15.15,14.26,14.58,96.77419355,21.15648,23,60.85544,67.04962,47.40155
12/24/09 12:00:00 AM -08:00,15.14,16.37,15.13,16.34,-50,22.15464,24,67.62715,88.77258,55.85415
12/31/09 12:00:00 AM -08:00,16.49,16.51,15.77,16.12,53.39805825,23.15529,25,66.08813,91.13471,65.97729
1/8/10 12:00:00 AM -08:00,16.47,17.06,16.03,17.02,-84.93150685,24.37228,25,69.17832,96.70504,78.2355
1/15/10 12:00:00 AM -08:00,17.49,17.6,15.41,15.63,-87.5502008,24.78961,24,60.07346,85.42797,85.81799
1/22/10 12:00:00 AM -08:00,15.58,15.82,13.33,13.4,-60.94674556,23.27462,23,48.94394,62.97105,85.00227
1/29/10 12:00:00 AM -08:00,13.76,13.95,12.26,12.73,14.72868217,22.10951,22,46.17595,32.82944,73.81364
2/5/10 12:00:00 AM -08:00,12.99,13.9,12.61,13.18,13.88888889,21.02763,21,48.29116,16.73922,58.93455
2/12/10 12:00:00 AM -08:00,13.18,13.65,12.93,13.28,0,20.02302,20,48.77293,15.04369,42.60228
2/19/10 12:00:00 AM -08:00,13.53,13.9,13.35,13.53,-42.22222222,18.86979,20,50.0265,20.03745,29.52417
2/26/10 12:00:00 AM -08:00,13.68,13.7,12.8,13.3,76.62337662,18.23814,20,48.84233,20.78651,21.08726
3/5/10 12:00:00 AM -08:00,13.25,13.96,13.19,13.84,-68.96551724,17.40373,20,51.73123,24.28214,19.3778
3/12/10 12:00:00 AM -08:00,14,14.02,13.44,13.6,46.93877551,16.56973,20,50.3698,24.7191,20.97378
